"club_wikidata_id","team.value","capacity.value","longitude","latitude","image.value","teamLabel.value","venueLabel.value","team_twitter.value","number_of_players","popup_content"
"Q190943","http://www.wikidata.org/entity/Q190943","33268",19.911944,50.063611,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Stadion%20przed%20meczem%20z%20APOELEM.jpg' width='300' />","Wisła Kraków","Stadion Miejski in Kraków","unknown",2,"<h5>Wisła Kraków</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Stadion%20przed%20meczem%20z%20APOELEM.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>2</td></tr><tr><td><b>Stadium:</b></td><td>Stadion Miejski in Kraków</td></tr><tr><td><b>Capacity:</b></td><td>33268</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q192071","http://www.wikidata.org/entity/Q192071","38285",-1.525278,47.255556,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Stade%20de%20la%20Beaujoire.jpg' width='300' />","F.C. Nantes","Stade de la Beaujoire","unknown",3,"<h5>F.C. Nantes</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Stade%20de%20la%20Beaujoire.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>3</td></tr><tr><td><b>Stadium:</b></td><td>Stade de la Beaujoire</td></tr><tr><td><b>Capacity:</b></td><td>38285</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q192253","http://www.wikidata.org/entity/Q192253","13000",17.141111,48.166111,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Pasienky%201.JPG' width='300' />","ŠK Slovan Bratislava","Štadión Pasienky","unknown",3,"<h5>ŠK Slovan Bratislava</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Pasienky%201.JPG' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>3</td></tr><tr><td><b>Stadium:</b></td><td>Štadión Pasienky</td></tr><tr><td><b>Capacity:</b></td><td>13000</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q192641","http://www.wikidata.org/entity/Q192641","24169",39.705317,41.003664,"","Trabzonspor","Hüseyin Avni Aker Stadium","unknown",2,"<h5>Trabzonspor</h5><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>2</td></tr><tr><td><b>Stadium:</b></td><td>Hüseyin Avni Aker Stadium</td></tr><tr><td><b>Capacity:</b></td><td>24169</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q193481","http://www.wikidata.org/entity/Q193481","19416",14.416122,50.099716,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Generali%20Arena-AC%20Sparta%20Praha.jpg' width='300' />","AC Sparta Prague","Generali Arena","unknown",4,"<h5>AC Sparta Prague</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Generali%20Arena-AC%20Sparta%20Praha.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>4</td></tr><tr><td><b>Stadium:</b></td><td>Generali Arena</td></tr><tr><td><b>Capacity:</b></td><td>19416</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q193481","http://www.wikidata.org/entity/Q193481","19784",14.416122,50.099716,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Generali%20Arena-AC%20Sparta%20Praha.jpg' width='300' />","AC Sparta Prague","Generali Arena","unknown",4,"<h5>AC Sparta Prague</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Generali%20Arena-AC%20Sparta%20Praha.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>4</td></tr><tr><td><b>Stadium:</b></td><td>Generali Arena</td></tr><tr><td><b>Capacity:</b></td><td>19784</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q193749","http://www.wikidata.org/entity/Q193749","31103",21.040628,52.220461,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Stadion%20Legii%2006.jpg' width='300' />","KP Legia Warsaw","Polish Army Stadium","<a href='https://twitter.com/legiawarszawa' target='_blank'>@legiawarszawa</a>",5,"<h5>KP Legia Warsaw</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Stadion%20Legii%2006.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>5</td></tr><tr><td><b>Stadium:</b></td><td>Polish Army Stadium</td></tr><tr><td><b>Capacity:</b></td><td>31103</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/legiawarszawa' target='_blank'>@legiawarszawa</a></td></tr></table>"
"Q194393","http://www.wikidata.org/entity/Q194393","20800",14.471389,50.066944,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Synot%20Tip%20Arena%20-%20Viktoria%20Plzen%20-%20FC%20Barcelona%200-4.jpg' width='300' />","SK Slavia Prague","Eden Arena","unknown",1,"<h5>SK Slavia Prague</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Synot%20Tip%20Arena%20-%20Viktoria%20Plzen%20-%20FC%20Barcelona%200-4.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Eden Arena</td></tr><tr><td><b>Capacity:</b></td><td>20800</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q19444","http://www.wikidata.org/entity/Q19444","30016",-1.868188888,52.475702777,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/TiltonRoadEnd01.JPG' width='300' />","Birmingham City F.C.","St Andrew's","unknown",2,"<h5>Birmingham City F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/TiltonRoadEnd01.JPG' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>2</td></tr><tr><td><b>Stadium:</b></td><td>St Andrew's</td></tr><tr><td><b>Capacity:</b></td><td>30016</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q19453","http://www.wikidata.org/entity/Q19453","30750",-0.083277777,50.861822222,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Falmer%20Stadium%20-%20night.jpg' width='300' />","Brighton & Hove Albion F.C.","Falmer Stadium","unknown",1,"<h5>Brighton & Hove Albion F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Falmer%20Stadium%20-%20night.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Falmer Stadium</td></tr><tr><td><b>Capacity:</b></td><td>30750</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q19458","http://www.wikidata.org/entity/Q19458","22546",-2.230225,53.789064,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Turf%20Moor%20panorama.jpg' width='300' />","Burnley F.C.","Turf Moor","unknown",3,"<h5>Burnley F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Turf%20Moor%20panorama.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>3</td></tr><tr><td><b>Stadium:</b></td><td>Turf Moor</td></tr><tr><td><b>Capacity:</b></td><td>22546</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q19462","http://www.wikidata.org/entity/Q19462","27111",0.036388888,51.486388888,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/The%20Valley%20North%20and%20West%20Stands.jpg' width='300' />","Charlton Athletic F.C.","The Valley","unknown",1,"<h5>Charlton Athletic F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/The%20Valley%20North%20and%20West%20Stands.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>The Valley</td></tr><tr><td><b>Capacity:</b></td><td>27111</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q19467","http://www.wikidata.org/entity/Q19467","26255",-0.085555555,51.398333333,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Selhurst%20Park%20Stadium.jpg' width='300' />","Crystal Palace F.C.","Selhurst Park","unknown",3,"<h5>Crystal Palace F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Selhurst%20Park%20Stadium.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>3</td></tr><tr><td><b>Stadium:</b></td><td>Selhurst Park</td></tr><tr><td><b>Capacity:</b></td><td>26255</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q19470","http://www.wikidata.org/entity/Q19470","33597",-1.447222222,52.915,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Pride%20Park.jpg' width='300' />","Derby County F.C.","Pride Park Stadium","unknown",3,"<h5>Derby County F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Pride%20Park.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>3</td></tr><tr><td><b>Stadium:</b></td><td>Pride Park Stadium</td></tr><tr><td><b>Capacity:</b></td><td>33597</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q19477","http://www.wikidata.org/entity/Q19477","25400",-0.367777777,53.746111111,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/KC%20Stadium%20in%20day.jpg' width='300' />","Hull City A.F.C.","KC Stadium","unknown",1,"<h5>Hull City A.F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/KC%20Stadium%20in%20day.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>KC Stadium</td></tr><tr><td><b>Capacity:</b></td><td>25400</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q19481","http://www.wikidata.org/entity/Q19481","32262",-1.142222222,52.620277777,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/WalkerStadium.jpg' width='300' />","Leicester City F.C.","King Power Stadium","unknown",4,"<h5>Leicester City F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/WalkerStadium.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>4</td></tr><tr><td><b>Stadium:</b></td><td>King Power Stadium</td></tr><tr><td><b>Capacity:</b></td><td>32262</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q19487","http://www.wikidata.org/entity/Q19487","20146",-0.050833,51.485833,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/The%20New%20Den%20-%20geograph.org.uk%20-%201143517.jpg' width='300' />","Millwall F.C.","The Den","unknown",1,"<h5>Millwall F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/The%20New%20Den%20-%20geograph.org.uk%20-%201143517.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>The Den</td></tr><tr><td><b>Capacity:</b></td><td>20146</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q19490","http://www.wikidata.org/entity/Q19490","30602",-1.132778,52.94,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/The%20City%20Ground%2C%20Nottingham.jpg' width='300' />","Nottingham Forest F.C.","City Ground","unknown",2,"<h5>Nottingham Forest F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/The%20City%20Ground%2C%20Nottingham.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>2</td></tr><tr><td><b>Stadium:</b></td><td>City Ground</td></tr><tr><td><b>Capacity:</b></td><td>30602</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q19498","http://www.wikidata.org/entity/Q19498","39732",-1.500555555,53.411388888,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Hillsborough%20Stadium%20interior.jpg' width='300' />","Sheffield Wednesday F.C.","Hillsborough Stadium","<a href='https://twitter.com/swfc' target='_blank'>@swfc</a>",3,"<h5>Sheffield Wednesday F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Hillsborough%20Stadium%20interior.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>3</td></tr><tr><td><b>Stadium:</b></td><td>Hillsborough Stadium</td></tr><tr><td><b>Capacity:</b></td><td>39732</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/swfc' target='_blank'>@swfc</a></td></tr></table>"
"Q19500","http://www.wikidata.org/entity/Q19500","30852",-2.130277777,52.590277777,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Molineux%20Ground%2C%20Wolverhampton.jpg' width='300' />","Wolverhampton Wanderers F.C.","Molineux Stadium","unknown",1,"<h5>Wolverhampton Wanderers F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Molineux%20Ground%2C%20Wolverhampton.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Molineux Stadium</td></tr><tr><td><b>Capacity:</b></td><td>30852</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q19509","http://www.wikidata.org/entity/Q19509","31127",-1.712833,48.107444,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Staderennais-routelorient.JPG' width='300' />","Stade Rennais F.C.","Roazhon Park","unknown",3,"<h5>Stade Rennais F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Staderennais-routelorient.JPG' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>3</td></tr><tr><td><b>Stadium:</b></td><td>Roazhon Park</td></tr><tr><td><b>Capacity:</b></td><td>31127</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q19516","http://www.wikidata.org/entity/Q19516","80000",3.130556,50.611944,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Stade%20Lille%20M%C3%A9tropole%20LOSC%20first%20match.JPG' width='300' />","Lille O.S.C.","Stade Pierre-Mauroy","<a href='https://twitter.com/losclive' target='_blank'>@losclive</a>",1,"<h5>Lille O.S.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Stade%20Lille%20M%C3%A9tropole%20LOSC%20first%20match.JPG' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Stade Pierre-Mauroy</td></tr><tr><td><b>Capacity:</b></td><td>80000</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/losclive' target='_blank'>@losclive</a></td></tr></table>"
"Q19518","http://www.wikidata.org/entity/Q19518","45000",1.433889,43.583056,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/StadiumToulouse3.JPG' width='300' />","Toulouse F.C.","Stadium Municipal","<a href='https://twitter.com/ToulouseFC' target='_blank'>@ToulouseFC</a>",1,"<h5>Toulouse F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/StadiumToulouse3.JPG' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Stadium Municipal</td></tr><tr><td><b>Capacity:</b></td><td>45000</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/ToulouseFC' target='_blank'>@ToulouseFC</a></td></tr></table>"
"Q19568","http://www.wikidata.org/entity/Q19568","12000",-1.838333,50.735278,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Deancourt%2014092013%20vblackpool.jpg' width='300' />","A.F.C. Bournemouth","Dean Court","unknown",1,"<h5>A.F.C. Bournemouth</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Deancourt%2014092013%20vblackpool.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Dean Court</td></tr><tr><td><b>Capacity:</b></td><td>12000</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q19589","http://www.wikidata.org/entity/Q19589","15231",-1.113889,53.509722,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Keepmoat%20Stadium%20Doncaster.jpg' width='300' />","Doncaster Rovers","Keepmoat Stadium","unknown",1,"<h5>Doncaster Rovers</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Keepmoat%20Stadium%20Doncaster.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Keepmoat Stadium</td></tr><tr><td><b>Capacity:</b></td><td>15231</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q19593","http://www.wikidata.org/entity/Q19593","60355",-4.205588888,55.849711111,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Celtic%20Park%20New.jpg' width='300' />","Celtic F.C.","Celtic Park","unknown",1,"<h5>Celtic F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Celtic%20Park%20New.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Celtic Park</td></tr><tr><td><b>Capacity:</b></td><td>60355</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q19598","http://www.wikidata.org/entity/Q19598","20229",-1.137222,52.9425,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/ViewFromKop.jpg' width='300' />","Notts County F.C.","Meadow Lane","unknown",1,"<h5>Notts County F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/ViewFromKop.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Meadow Lane</td></tr><tr><td><b>Capacity:</b></td><td>20229</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q19628","http://www.wikidata.org/entity/Q19628","33334",23.664536,37.946169,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Karaiskakis%20Stadium%20Piraeus%20Olympiacos-Arsenal.jpg' width='300' />","Olympiacos F.C.","Karaiskakis Stadium","<a href='https://twitter.com/olympiacos_org' target='_blank'>@olympiacos_org</a>",1,"<h5>Olympiacos F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Karaiskakis%20Stadium%20Piraeus%20Olympiacos-Arsenal.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Karaiskakis Stadium</td></tr><tr><td><b>Capacity:</b></td><td>33334</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/olympiacos_org' target='_blank'>@olympiacos_org</a></td></tr></table>"
"Q201360","http://www.wikidata.org/entity/Q201360","25000",8.503801,47.382791,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Letzigrund%202006.jpg' width='300' />","Grasshopper Club Zürich","Letzigrund","unknown",2,"<h5>Grasshopper Club Zürich</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Letzigrund%202006.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>2</td></tr><tr><td><b>Stadium:</b></td><td>Letzigrund</td></tr><tr><td><b>Capacity:</b></td><td>25000</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q201360","http://www.wikidata.org/entity/Q201360","25000",8.503801,47.382791,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Letzigrund%20Zuerich.jpg' width='300' />","Grasshopper Club Zürich","Letzigrund","unknown",2,"<h5>Grasshopper Club Zürich</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Letzigrund%20Zuerich.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>2</td></tr><tr><td><b>Stadium:</b></td><td>Letzigrund</td></tr><tr><td><b>Capacity:</b></td><td>25000</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q201567","http://www.wikidata.org/entity/Q201567","18416",11.980555555,57.706111111,"","IFK Göteborg","Gamla Ullevi","unknown",1,"<h5>IFK Göteborg</h5><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Gamla Ullevi</td></tr><tr><td><b>Capacity:</b></td><td>18416</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q203573","http://www.wikidata.org/entity/Q203573","25213",29.048333,40.192222,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Bursa%20Atat%C3%BCrk%20Stadium.jpg' width='300' />","Bursaspor","Bursa Atatürk Stadium","unknown",5,"<h5>Bursaspor</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Bursa%20Atat%C3%BCrk%20Stadium.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>5</td></tr><tr><td><b>Stadium:</b></td><td>Bursa Atatürk Stadium</td></tr><tr><td><b>Capacity:</b></td><td>25213</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q204237","http://www.wikidata.org/entity/Q204237","15032",26.102444,44.455083,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Dinamo%20Stadium%20%282006%29.jpg' width='300' />","FC Dinamo București","Stadionul Dinamo","unknown",1,"<h5>FC Dinamo București</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Dinamo%20Stadium%20%282006%29.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Stadionul Dinamo</td></tr><tr><td><b>Capacity:</b></td><td>15032</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q204357","http://www.wikidata.org/entity/Q204357","30510",-118.261111111,33.864444444,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/LA%20Galaxy%20vs%20Houston%20Dynamo-%20Western%20Conference%20Finals%20panorama.jpg' width='300' />","Los Angeles Galaxy","The Home Depot Center","unknown",1,"<h5>Los Angeles Galaxy</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/LA%20Galaxy%20vs%20Houston%20Dynamo-%20Western%20Conference%20Finals%20panorama.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>The Home Depot Center</td></tr><tr><td><b>Capacity:</b></td><td>30510</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q204881","http://www.wikidata.org/entity/Q204881","24000",12.987777777,55.583611111,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Swebank%20Stadion%2C%20Malm%C3%B6%202011.jpg' width='300' />","Malmö FF","Swedbank Stadion","unknown",2,"<h5>Malmö FF</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Swebank%20Stadion%2C%20Malm%C3%B6%202011.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>2</td></tr><tr><td><b>Stadium:</b></td><td>Swedbank Stadion</td></tr><tr><td><b>Capacity:</b></td><td>24000</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q204888","http://www.wikidata.org/entity/Q204888","28703",22.972422,40.613839,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/PAOK-Tottenham%20Hotspur%20%2815.9.11%29.JPG' width='300' />","P.A.O.K. Thessaloniki F.C.","Toumba Stadium","unknown",2,"<h5>P.A.O.K. Thessaloniki F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/PAOK-Tottenham%20Hotspur%20%2815.9.11%29.JPG' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>2</td></tr><tr><td><b>Stadium:</b></td><td>Toumba Stadium</td></tr><tr><td><b>Capacity:</b></td><td>28703</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q2052","http://www.wikidata.org/entity/Q2052","47282",11.282258,43.780822,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Soccer%20in%20Florence%2C%20Italy%2C%202007.jpg' width='300' />","ACF Fiorentina","Stadio Artemio Franchi","<a href='https://twitter.com/violachannel' target='_blank'>@violachannel</a>",5,"<h5>ACF Fiorentina</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Soccer%20in%20Florence%2C%20Italy%2C%202007.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>5</td></tr><tr><td><b>Stadium:</b></td><td>Stadio Artemio Franchi</td></tr><tr><td><b>Capacity:</b></td><td>47282</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/violachannel' target='_blank'>@violachannel</a></td></tr></table>"
"Q205732","http://www.wikidata.org/entity/Q205732","10200",21.638882,47.549573,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Debrecen-Rabotnicki.jpg' width='300' />","Debreceni VSC","Stadion Oláh Gábor Út","unknown",1,"<h5>Debreceni VSC</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Debrecen-Rabotnicki.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Stadion Oláh Gábor Út</td></tr><tr><td><b>Capacity:</b></td><td>10200</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q206692","http://www.wikidata.org/entity/Q206692","25000",8.503801,47.382791,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Letzigrund%202006.jpg' width='300' />","FC Zürich","Letzigrund","unknown",1,"<h5>FC Zürich</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Letzigrund%202006.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Letzigrund</td></tr><tr><td><b>Capacity:</b></td><td>25000</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q206692","http://www.wikidata.org/entity/Q206692","25000",8.503801,47.382791,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Letzigrund%20Zuerich.jpg' width='300' />","FC Zürich","Letzigrund","unknown",1,"<h5>FC Zürich</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Letzigrund%20Zuerich.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Letzigrund</td></tr><tr><td><b>Capacity:</b></td><td>25000</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q206838","http://www.wikidata.org/entity/Q206838","11700",13.385556,49.75,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Doosan%20Arena.JPG' width='300' />","FC Viktoria Plzeň","Doosan Arena","unknown",6,"<h5>FC Viktoria Plzeň</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Doosan%20Arena.JPG' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>6</td></tr><tr><td><b>Stadium:</b></td><td>Doosan Arena</td></tr><tr><td><b>Capacity:</b></td><td>11700</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
